no,a2,a3,a4,a5,a6,a7,v1_1,v1_2,v1_3,v1_4,v1_5,v1_o,v2,v3,v4_1,v4_2,v4_3,v4_o,v5_1,v5_2,v5_3,v5_4,v5_5,v5_6,v5_o,v6_1,v6_2,v6_3,v6_4,v6_o,v7,v8_1,v8_2,v8_3,v8_4,v8_5,v8_o,v9_1,v9_2,v9_3,v9_o,v10_1,v10_2,v10_3,v10_4,v10_5,v10_o,v11,v12_1,v12_2,v12_3,v12_4,v12_o,v13_1,v13_2,v13_3,v13_4,v13_o,v14_1,v14_2,v14_3,v14_4,v14_5,v14_6,v14_o,v15_1,v15_2,v15_3,v15_4,v15_5,v15_6,v15_o
101,1,2,1,15,3,2,1, , , , , ,1,7,1,5, , ,1,2,6, , , , ,2,3,5, , ,4,7,9, , , ,考慮經濟因素,1,3, , ,3,4,5, , , ,4,2,4,5, , ,7, , , ,以上皆是,1,2,5, , , , ,1,2,4, , , , 
684,1,2,3,8,1,3,1,2,3, , , ,1,8,7, , ,沒有需要改善的地方,1,2,6, , , , ,2, , , , ,3, , , , , , , , , , ,3,5, , , , ,9,3,4, , , ,1,2,3, , ,2,3,7, , , , ,1,3,5, , , , 
730,1,3,3,5,3,3,1,2,4, , , ,1,7,1,3, , ,2,6, , , , , ,2,3, , , ,3, , , , , , , , , , ,3,5, , , , ,7,1,2, , , ,2,5, , , ,2,6, , , , , ,2,5, , , , , 
844,1,3,3,7,2,3,2,4,7, , , ,2, , , , , ,7, , , , , , ,2,3,4, , ,1, , , , , , , , , , ,3,6, , , ,加強外語能力,7,1,2,6, , ,1,2, , , ,1,2,5, , , , ,2,3,4, , , , 
946,1,1,1,11,1,3,2,7, , , , ,1,7,5, , , ,1,2,6, , , , ,2, , , , ,3, , , , , , , , , , ,3,4,5, , , ,6,1,3, , , ,1,2,4, , ,1,3,4, , , , ,1,2,4, , , , 
122,1,2,3,18,3,4,4, , , , , ,1,7,7, , ,沒有,5, , , , , , ,2, , , , ,3, , , , , , , , , , ,3, , , , , ,5,1,2,3, , ,1,2, , , ,2,4, , , , , ,1,2, , , , , 
664,2,3,3,18,2,1,2,3,7, , , ,1,5,1,5, , ,1,2, , , , , ,2,6, , , ,4,2,7, , , , ,1, , , ,3,4, , , , ,5,2, , , , ,1,2, , , ,1,4,5, , , , ,1,4,6, , , , 
823,2,2,3,9,2,1,4,7, , , , ,1,7,1,5, , ,1,3,4, , , , ,2, , , , ,3, , , , , , , , , , ,3,5, , , , ,7,2,3, , , ,1,2,3, , ,1,6, , , , , ,1,2,3, , , , 
947,2,2,3,18,1,1,6,7, , , , ,2, , , , , ,1,2, , , , , ,2, , , , ,4,2,4,5, , , ,1,2,4, ,3, , , , , ,8,1,3,6, , ,2, , , , ,1,4, , , , , ,1,2,3, , , , 
976,2,3,3,16,2,1,3,4,7, , , ,1,8,1, , , ,4, , , , , , ,2,4, , , ,3, , , , , , , , , , ,3,4,5, , , ,5,1,2,3, , ,1,3, , , ,1,2,6, , , , ,4,6, , , , , 
1007,2,3,3,5,3,1,10, , , , ,沒意見,2, , , , , ,9, , , , , ,沒意見,2, , , , ,5,1,6, , , , ,6, , ,沒意見,3, , , , , ,5,2,3, , , ,1,2,3, , ,1,2,3, , , , ,4,6, , , , , 
1072,2,2,3,5,3,1,1,3,6, , , ,1,4,1,2,3, ,1,4,6, , , , ,2,3,5, , ,3, , , , , , , , , , ,3,4,5, , , ,7,3,6, , , ,1,2, , , ,3,4,5, , , , ,1,2,3, , , , 
193,2,2,3,4,2,2,3,4,5, , , ,1,7,1,2,5, ,1,2,4, , , , ,2,4, , , ,4,4,7, , , , ,2,4,5, ,3,4,5, , , ,5,3,4, , , ,1,2,5, , ,1,2,4, , , , ,1,2,5, , , , 
452,2,2,3,11,3,2,1,3,6, , , ,2, , , , , ,1,2,4, , , , ,2, , , , ,2, , , , , , , , , , ,3, , , , , ,7,3, , , , ,1,5, , , ,1,2,5, , , , ,1,2,4, , , , 
632,2,2,3,3,2,2,1,2, , , , ,1,7,4, , , ,1, , , , , , ,2,5, , , ,3, , , , , , , , , , ,3, , , , , ,7,3, , , , ,2, , , , ,2, , , , , , ,1,3, , , , , 
256,2,1,1,5,1,3,1, , , , , ,2, , , , , ,1, , , , , , ,2, , , , ,4,3, , , , , ,3, , , ,3, , , , , ,5,1,2, , , ,3,4, , , ,1,2, , , , , ,4,5, , , , , 
423,2,3,3,9,3,3,1,2,3, , , ,1,6,1, , , ,1,2,5, , , , ,2,5, , , ,3, , , , , , , , , , ,3, , , , , ,6,5, , , , ,1,2,5, , ,1,4,5, , , , ,1, , , , , , 
458,2,2,3,16,3,3,4,5,7, , , ,1,7,1,4,5, ,2,5,6, , , , ,2,4, , , ,3, , , , , , , , , , ,3,4,5, , , ,7,1,2,4, , ,1,2,4, , ,1,2,4, , , , ,3,5,6, , , , 
676,2,3,3,2,3,3,1,3,7, , , ,1,7,1,2,3, ,1,2,4, , , , ,2,3, , , ,3, , , , , , , , , , ,3,4,5, , , ,7,9, , , ,都沒有,1,2,5, , ,2,3,5, , , , ,1,2,5, , , , 
794,2,2,3,16,2,3,2,5,7, , , ,1,7,1,3, , ,2,4,6, , , , ,2,4, , , ,4,1,3, , , , ,1,3,5, ,3,4,5, , , ,5,4,5,6, , ,2,4,5, , ,1,2,5, , , , ,1,3,4, , , , 
1025,2,3,4,5,3,3,2,6,7, , , ,1,6,1,4,5, ,2,4,6, , , , ,2,6, , , ,4,1,3,7, , , ,4,5, , ,3,4,5, , , ,8,2,3, , ,我覺得你可以找到更好工作,1,5, , , ,1,2,4, , , , ,2,5, , , , , 
328,1,3,3,4,3,1,2, , , , , ,2, , , , , ,4, , , , , , ,3, , , , ,4,1, , , , , ,4,7, ,跑步,3, , , , , ,7,1,2, , , ,4, , , , ,4, , , , , , ,1,2,3, , , , 
606,1,3,4,11,2,1,6,7, , , , ,1,7,1, , , ,6, , , , , , ,3,4,6, , ,4,1,4,7, , ,無法從中累積專業技能、經驗,1, , , ,3,4,5, , , ,7,5, , , , ,1,2, , , ,1,2,5, , , , ,1,4, , , , , 
631,1,3,3,11,3,1,4,7, , , , ,1,7,2,3, , ,1,2,4, , , , ,3, , , , ,4,4,7, , , , ,1,2,5, ,3,5, , , , ,5,1,2,5, , ,1, , , , ,1,2,5, , , , ,1,3,5, , , , 
757,1,3,3,11,3,1,3,6,7, , , ,1,8,1, , , ,1,4,5, , , , ,3,6, , , ,3, , , , , , , , , , ,3,4, , , , ,7,3,6, , , ,1,2, , , ,1,2, , , , , ,1,2,4, , , , 
779,1,2,3,3,2,1,7, , , , , ,2, , , , , ,4,5,6, , , , ,3,6, , , ,4,1,4, , , , ,1,2, , ,3,4,5, , , ,6,3, , , , ,1,4,5, , ,1,5,7, , , , ,1,2,6, , , , 
858,1,3,3,8,3,1,1,7, , , , ,1,7,1,5, , ,2,4,5, , , , ,3, , , , ,2, , , , , , , , , , ,3,5, , , , ,8,2,4, , , ,1,2, , , ,1,3,4, , , , ,1,4,5, , , , 
990,1,3,2,11,3,1,3, , , , , ,1,7,3, , , ,4,6, , , , , ,3,5, , , ,3, , , , , , , , , , ,3, , , , , ,6,1,2,3, , ,1,2, , , ,2,3,4, , , , ,1,2, , , , , 
280,1,2,1,13,2,2,1,2,4, , , ,1,5,4,5, , ,1,5, , , , , ,3,6, , , ,5,1,6, , , , ,1,2, , ,3,5, , , , ,4,2,3,4, , ,1,3, , , ,2,3,4, , , , ,1,3,4, , , , 
48,1,3,3,11,3,3,1,2,3, , , ,1,8,1,2,3, ,6, , , , , , ,3, , , , ,3, , , , , , , , , , ,3,5, , , , ,6,9, , , ,自己準備好就好了。,2, , , , ,2, , , , , , ,1,2,3, , , , 
780,1,1,3,5,3,3,1,4,7, , , ,2, , , , , ,2,6, , , , , ,3, , , , ,3, , , , , , , , , , ,3, , , , , ,6,3, , , , ,1,5, , , ,1,5,6, , , , ,1,5, , , , , 
943,1,2,3,8,2,3,1,3,7, , , ,2, , , , , ,1,2,3, , , , ,3,4,5, , ,5,1,6,7, , , ,1,2,5, ,3,4,5, , , ,6,1,2,6, , ,1,2,5, , ,1,3,4, , , , ,3,4,5, , , , 
795,2,3,3,2,2,1,6, , , , , ,1,7,1,2,3, ,1,2,3, , , , ,3,5, , , ,3, , , , , , , , , , ,3,5, , , , ,10,3,6, , , ,1,2, , , ,5,6,7, , , , ,1,6, , , , , 
799,2,3,3,5,3,1,3,4, , , , ,1,8,2,4, , ,1,5, , , , , ,3, , , , ,3, , , , , , , , , , ,3,4, , , , ,6,1, , , , ,2, , , , ,1,2, , , , , ,1,3, , , , , 
853,2,2,3,18,3,1,1,2,7, , , ,1,8,1, , , ,7, , , , , , ,3,5, , , ,3, , , , , , , , , , ,3,4, , , , ,8,3, , , , ,1,2,3, , ,1,2,4, , , , ,1,2,3, , , , 
1033,2,2,3,18,1,1,2,4, , , , ,1,7,1, , , ,5, , , , , , ,3, , , , ,4,7, , , , , ,2, , , ,3,5, , , , ,7,3, , , , ,5, , , , ,6, , , , , , ,2, , , , , , 
288,2,2,3,8,2,2,2,6,7, , , ,1,3,8, , ,以上皆是。,1,2, , , , , ,3,5,6, , ,3, , , , , , , , , , ,3,5, , , , ,7,3, , , , ,1,2, , , ,9, , , , , ,以上皆是。,1,2,4, , , , 
617,2,2,4,4,3,2,1,5,6, , , ,1,6,1,4, , ,2, , , , , , ,3,5, , , ,3, , , , , , , , , , ,3,5, , , , ,6,3, , , , ,1,2, , , ,1,4,6, , , , ,1,2, , , , , 
223,2,2,3,5,1,3,1,3,7, , , ,1,8,1,2, , ,1,2,6, , , , ,3, , , , ,4,1, , , , , ,1,5, , ,3,5, , , , ,7,3,6, , , ,2, , , , ,2,3,4, , , , ,1,2,3, , , , 
282,2,2,3,14,2,3,3,7, , , , ,1,5,1,2,3, ,1,4, , , , , ,3,4, , , ,5,1,4,5, , , ,1,2,4, ,3,5, , , , ,6,3,4, , , ,1,4,5, , ,2,4,5, , , , ,1,2,3, , , , 
391,2,2,3,5,3,3,2,4,7, , , ,1,6,3, , , ,7, , , , , , ,3,6, , , ,3, , , , , , , , , , ,3,5, , , , ,5,5,6, , , ,2, , , , ,2,5, , , , , ,1,2,3, , , , 
437,2,2,2,14,2,3,2, , , , , ,1,8,1,5, , ,2,5,6, , , , ,3, , , , ,3, , , , , , , , , , ,3, , , , , ,7,1,2,3, , ,1,2,4, , ,1,2,4, , , , ,1,3,5, , , , 
900,2,2,3,16,2,3,3,4,7, , , ,1,8,1, , , ,6, , , , , , ,3, , , , ,3, , , , , , , , , , ,3, , , , , ,7,4, , , , ,2, , , , ,3,4,6, , , , ,2,3, , , , , 
1066,2,3,4,2,2,3,2,7, , , , ,1,5,1,4, , ,1,3, , , , , ,3,6, , , ,3, , , , , , , , , , ,3,5, , , , ,5,1, , , , ,1,2, , , ,1,2,4, , , , ,1,5, , , , , 
1070,2,2,3,4,1,3,1,3,7, , , ,1,5,1,2,3, ,1,4,6, , , , ,3,4, , , ,3, , , , , , , , , , ,3,5, , , , ,7,3,5, , , ,1,2, , , ,1,3,5, , , , ,1,2, , , , , 
544,1,2,1,10,3,1,7, , , , , ,1,8,4, , , ,1,2,4, , , , ,4,5, , , ,3, , , , , , , , , , ,3,4, , , , ,3,9, , , ,以上皆非,1,2,3, , ,3,4,5, , , , ,2,3,5, , , , 
637,1,3,4,11,3,1,2,3, , , , ,1,7,1,3, , ,2,6, , , , , ,4,6, , , ,3, , , , , , , , , , ,3,4,5, , , ,6,2,3, , , ,1,2, , , ,1,4,5, , , , ,1,2, , , , , 
996,1,3,3,3,3,1,1,3,4, , , ,1,8,7, , ,目前沒有,2, , , , , , ,4,5,6, , ,4,2,4, , , , ,1,4, , ,3, , , , ,品質控管,8,6, , , , ,1,2, , , ,4,5,6, , , , ,1,2,4, , , , 
1006,1,3,2,16,3,1,1, , , , , ,1,7,4, , , ,1,3,5, , , , ,4, , , , ,3, , , , , , , , , , ,3,4, , , , ,5,2,5, , , ,1,2,3, , ,1,3,5, , , , ,1,3,4, , , , 
1046,1,3,3,11,3,1,1,3,4, , , ,1,7,3, , , ,6, , , , , , ,4,6, , , ,4,1, , , , , ,2, , , ,3,4, , , , ,6,3, , , , ,1,2, , , ,1,2,6, , , , ,1, , , , , , 
135,1,3,3,7,3,2,1,2, , , , ,1,7,1,3, , ,2,4,6, , , , ,4,5, , , ,3, , , , , , , , , , ,3,4,5, , , ,5,1,2,3, , ,1,2, , , ,1,2,4, , , , ,1,2,4, , , , 
350,1,3,3,4,3,2,2,4,6, , , ,2, , , , , ,2,6, , , , , ,4,6, , , ,3, , , , , , , , , , ,3,4,5, , , ,5,1,6, , , ,1,2,3, , ,1,2,6, , , , ,1,2,5, , , , 
543,1,2,3,11,1,3,1,4, , , , ,1,7,1, , , ,5,6, , , , , ,4, , , , ,3, , , , , , , , , , ,3,4,5, , , ,6,3,6, , , ,1,2,4, , ,1,2,4, , , , ,1,2,5, , , , 
583,1,2,3,11,3,3,7, , , , , ,1,4,1,3, , ,1, , , , , , ,4,6, , , ,2, , , , , , , , , , ,3, , , , , ,3,9, , , ,沒有,1,2, , , ,5, , , , , , ,2,4, , , , , 
630,1,2,3,13,1,3,2,3,7, , , ,2, , , , , ,1,3,5, , , , ,4,6, , , ,3, , , , , , , , , , ,3,5, , , , ,7,1, , , , ,1,5, , , ,1,4,6, , , , ,1,3,5, , , , 
641,1,1,1,16,1,3,1, , , , , ,1,5,1, , , ,1,2,5, , , , ,4, , , , ,3, , , , , , , , , , ,3, , , , , ,5,2, , , , ,1, , , , ,2, , , , , , ,2,3,4, , , , 
827,1,2,3,8,3,3,2, , , , , ,1,6,5, , , ,1,2, , , , , ,4,5, , , ,2, , , , , , , , , , ,3,5, , , , ,6,6, , , , ,1,2,4, , ,2,6,7, , , , ,2,6, , , , , 
895,1,2,3,5,2,3,4,6,7, , , ,2, , , , , ,7, , , , , , ,4, , , , ,5,1,6, , , , ,2, , , ,3,5, , , , ,6,9, , , ,都沒有,1,2, , , ,1,3, , , , , ,1, , , , , , 
675,2,2,3,13,1,1,3,4,7, , , ,1,7,1, , , ,4,5, , , , , ,4,5, , , ,3, , , , , , , , , , ,3,4, , , , ,5,2,4, , , ,1, , , , ,1,2, , , , , ,2,4,6, , , , 
712,2,3,3,3,3,1,1,7, , , , ,1,7,1, , , ,1, , , , , , ,4,6, , , ,3, , , , , , , , , , ,3,5, , , , ,7,1, , , , ,1,2, , , ,3,4, , , , , ,2,5, , , , , 
754,2,3,3,5,3,1,7, , , , , ,1,5,4, , , ,4,5,6, , , , ,4, , , , ,3, , , , , , , , , , ,3,5, , , , ,5,6, , , , ,1, , , , ,1,2,3, , , , ,3, , , , , , 
762,2,2,3,5,1,1,2,4,7, , , ,2, , , , , ,2,4, , , , , ,4,6, , , ,4,1,4,5, , , ,1,5, , ,3,4,5, , , ,6,3,4,6, , ,1,2,5, , ,1,2,4, , , , ,2,4,6, , , , 
814,2,2,3,5,3,1,2, , , , , ,2, , , , , ,1,6, , , , , ,4, , , , ,3, , , , , , , , , , ,3,5, , , , ,5,1,3,5, , ,1,2, , , ,1,2,4, , , , ,1,3,6, , , , 
1043,2,2,2,11,2,1,1,4,6, , , ,2, , , , , ,1, , , , , , ,4,6, , , ,3, , , , , , , , , , ,3, , , , , ,7,6, , , , ,2,3, , , ,2,3,4, , , , ,1,5, , , , , 
127,2,3,4,11,2,2,1,7, , , , ,2, , , , , ,1,6, , , , , ,4,6, , , ,4,1,4, , , , ,1,4, , ,3, , , , , ,6,3,4,5, , ,1,2,5, , ,1,2,7, , , , ,3,4,5, , , , 
344,2,2,3,8,2,2,2, , , , , ,1,5,1, , , ,7, , , , , , ,4, , , , ,3, , , , , , , , , , ,3, , , , , ,6,7, , , ,身高不夠高。,1, , , , ,1,3,4, , , , ,1, , , , , , 
478,2,2,3,2,3,2,6,7, , , , ,1,5,2,5, , ,3,4, , , , , ,4,5, , , ,2, , , , , , , , , , ,3, , , , , ,7,3, , , , ,5, , , , ,1,3, , , , , ,1,6, , , , , 
725,2,2,3,8,2,2,9, , , , ,以上皆是。,1,7,3, , , ,6, , , , , , ,4,5, , , ,4,7, , , , , ,1, , , ,3,4, , , , ,6,3, , , , ,7, , , ,以上皆是。,9, , , , , ,以上皆是。,8, , , , , ,以上皆是。
272,2,3,3,3,3,3,2,5,7, , , ,2, , , , , ,4,6, , , , , ,4, , , , ,3, , , , , , , , , , ,3,4, , , , ,6,1,3, , , ,1,2,3, , ,1,2,4, , , , ,2,6, , , , , 
784,2,2,3,3,1,3,7, , , , , ,2, , , , , ,1,2,4, , , , ,4, , , , ,3, , , , , , , , , , ,3, , , , , ,7,2, , , , ,1,2,5, , ,1,4,6, , , , ,1,5, , , , , 
970,2,2,3,7,1,3,2,4, , , , ,2, , , , , ,1, , , , , , ,4, , , , ,3, , , , , , , , , , ,3,5, , , , ,5,3,5, , , ,2,5, , , ,2,3,6, , , , ,1,4, , , , , 
937,1,2,3,5,3,1,1,2,4,5,6,除了第三沒做,1,8,5, , , ,2,5,6, , , , ,5, , , , ,5,9, , , , ,養家壓力啊...,4,7, ,運動,3,5, , , ,學校不會有我要的,6,9, , , ,沒有，管別人講什麼,1,2,5, , ,9, , , , , ,都很重要,8, , , , , ,都要
111,1,3,3,8,3,2,3,4,6, , , ,2, , , , , ,1,4,6, , , , ,5, , , , ,3, , , , , , , , , , ,3,4, , , , ,8,9, , , ,沒有焦慮感,2, , , , ,1,3,5, , , , ,1,2, , , , , 
244,1,3,3,12,3,2,5,6,7, , , ,1,7,5, , , ,4, , , , , , ,5, , , , ,3, , , , , , , , , , ,3,4,5, , , ,7,3, , , , ,1,2,5, , ,1,4,5, , , , ,3,4,5, , , , 
665,1,1,1,16,1,3,7, , , , , ,1,10,3, , , ,1,2, , , , , ,5, , , , ,1, , , , , , , , , , ,3, , , , , ,5,6, , , , ,2, , , , ,2, , , , , , ,3, , , , , , 
769,1,2,3,5,1,3,1,3,4, , , ,2, , , , , ,2,4, , , , , ,5, , , , ,1, , , , , , , , , , ,3, , , , , ,7,1, , , , ,2, , , , ,1, , , , , , ,1,2,3, , , , 
826,1,3,3,11,2,3,2, , , , , ,1,6,1, , , ,4, , , , , , ,5, , , , ,2, , , , , , , , , , ,3, , , , , ,6,1, , , , ,2, , , , ,3, , , , , , ,5, , , , , , 
118,1,2,3,11,2,4,7, , , , , ,1,4,1, , , ,5,6, , , , , ,5, , , , ,1, , , , , , , , , , ,3, , , , , ,4,3,6, , , ,1,2,4, , ,1,3,5, , , , ,1,2,4, , , , 
549,2,3,3,15,1,1,3, , , , , ,1,9,1,2,3, ,4,6, , , , , ,5, , , , ,2, , , , , , , , , , ,3,5, , , , ,9,3, , , , ,1,2,5, , ,5, , , , , , ,1,2,6, , , , 
598,2,2,3,11,1,1,1,4,7, , , ,2, , , , , ,2,6, , , , , ,5, , , , ,3, , , , , , , , , , ,3, , , , , ,5,4, , , , ,1, , , , ,1,2,3, , , , ,1,2, , , , , 
760,2,2,3,9,1,1,7, , , , , ,2, , , , , ,5, , , , , , ,5, , , , ,4,4,7, , , , ,1,2,4, ,3,4, , , , ,7,4,6, , , ,1,2, , , ,2,5,7, , , , ,1,2,3, , , , 
761,2,3,3,12,3,1,7, , , , , ,2, , , , , ,1,2,3, , , , ,5, , , , ,3, , , , , , , , , , ,3, , , , , ,8,4, , , , ,1,4, , , ,5,6,7, , , , ,1,6, , , , , 
798,2,2,2,9,1,1,2, , , , , ,1,8,1, , , ,1,2,4, , , , ,5, , , , ,3, , , , , , , , , , ,3, , , , , ,5,3, , , , ,1, , , , ,1, , , , , , ,2,3, , , , , 
821,2,2,3,3,2,1,2,7, , , , ,1,7,7, , ,以上皆非。,4,6, , , , , ,5,9, , ,輪班制會晚下班。,4,1, , , , , ,2, , , ,3,5, , , , ,7,2, , , , ,2, , , , ,1,4,5, , , , ,2,4, , , , , 
932,2,2,3,5,2,1,1, , , , , ,1,8,1, , , ,1,2,3, , , , ,5, , , , ,3, , , , , , , , , , ,3, , , , , ,7,3,6, , , ,1,2, , , ,1,2,3, , , , ,1,2,3, , , , 
361,2,3,4,8,3,3,2,3,4, , , ,1,8,1, , , ,1,2, , , , , ,5, , , , ,3, , , , , , , , , , ,3, , , , , ,6,3, , , , ,2, , , , ,2,3, , , , , ,1,2, , , , , 
1055,2,2,3,16,2,3,2, , , , , ,1,7,1,5, , ,4, , , , , , ,5, , , , ,3, , , , , , , , , , ,3, , , , , ,5,3,4, , , ,2, , , , ,1, , , , , , ,1,2,3, , , , 
822,1,3,4,11,3,1,3,6,7, , , ,1,7,1, , , ,7, , , , , , ,6, , , , ,3, , , , , , , , , , ,3,4,5, , , ,6,3,4,6, , ,1,2,5, , ,3,4,6, , , , ,1,2,6, , , , 
379,1,2,1,16,2,3,1,2,3, , , ,1,7,2, , , ,3,4, , , , , ,6, , , , ,2, , , , , , , , , , ,3,4, , , , ,7,2,3, , , ,1,2, , , ,4,7, , , , , ,2,4, , , , , 
571,1,2,3,2,3,3,7, , , , , ,1,10,1, , , ,1,5, , , , , ,6, , , , ,3, , , , , , , , , , ,3, , , , , ,7,1, , , , ,1,2, , , ,7, , , , , , ,6, , , , , , 
975,2,3,4,18,3,1,6,7, , , , ,1,7,1, , , ,1, , , , , , ,6, , , , ,4,4, , , , , ,4, , , ,3,5, , , , ,7,6, , , , ,1,2,5, , ,1,6,7, , , , ,1,5, , , , , 
991,2,3,3,18,3,1,2,5, , , , ,1,8,7, , ,沒意見,4, , , , , , ,6, , , , ,2, , , , , , , , , , ,3, , , , , ,6,2, , , , ,2, , , , ,7, , , , , , ,1, , , , , , 
1024,2,3,3,18,3,1,1,2,3, , , ,1,6,4, , , ,6, , , , , , ,6, , , , ,4,4, , , , , ,4, , , ,3,5, , , , ,6,3, , , , ,2, , , , ,2, , , , , , ,1,2,3, , , , 
1021,2,2,3,16,2,3,1,2,7, , , ,1,6,1,4,5, ,1,5,6, , , , ,6, , , , ,5,2,4,7, , , ,1,5, , ,3, , , , , ,6,1,2, , , ,3,4, , , ,1,2,6, , , , ,1,6, , , , , 
174,1,2,3,5,2,1,1,4,5, , , ,1,8,4, , , ,2,5, , , , , ,7, , , , ,2, , , , , , , , , , ,3,4, , , , ,8,3, , , , ,1, , , , ,1,2, , , , , ,1,4,5, , , , 
225,1,2,3,8,2,1,1,2, , , , ,2, , , , , ,5,6, , , , , ,7, , , , ,3, , , , , , , , , , ,3, , , , , ,7,3,4, , , ,2, , , , ,1,2, , , , , ,1, , , , , , 
310,1,2,3,11,2,1,1,2,3, , , ,1,7,7, , ,沒有,1,2,3,4,5, , ,7, , , ,沒有,2, , , , , , , , , , ,3, , , , , ,7,1, , , , ,2,3,4, , ,1,5, , , , , ,3, , , , , , 
680,1,2,2,2,3,1,6,7, , , , ,2, , , , , ,1,6, , , , , ,7, , , , ,3, , , , , , , , , , ,3, , , , , ,7,1,3,4, , ,1,3, , , ,1,4,5, , , , ,1,2,3, , , , 
1014,1,2,3,2,2,1,2,3,6, , , ,2, , , , , ,1,5, , , , , ,7, , , , ,1, , , , , , , , , , ,3,4,5, , , ,6,9, , , ,以上皆非,1,2, , , ,4,5,6, , , , ,2,3,6, , , , 
1022,1,3,3,15,3,1,3, , , , , ,1,10,1, , , ,5, , , , , , ,7, , , , ,1, , , , , , , , , , ,3,4, , , , ,8,9, , , ,以上皆非,3,4, , , ,2,3,4, , , , ,3,4,6, , , , 
1057,1,2,1,13,3,1,2,3,4, , , ,1,8,6, , ,交通,1,5, , , , , ,7, , , ,沒有,2, , , , , , , , , , ,3,4, , , , ,6,9, , , ,沒有,1,2,4, , ,1,2, , , , , ,3, , , , , , 
1086,1,2,3,11,2,1,7, , , , , ,1,7,1, , , ,4,6, , , , , ,7, , , , ,2, , , , , , , , , , ,3, , , , , ,5,1,6, , , ,2,3, , , ,1,3,5, , , , ,2,6, , , , , 
63,1,3,3,12,3,2,1,7, , , , ,1,8,7, , ,目前都很ok,1,2,4, , , , ,7, , , , ,2, , , , , , , , , , ,3,5, , , , ,6,2,4, , , ,1,2,4, , ,1,2, , , , , ,1,3,5, , , , 
80,1,1,1,18,1,2,1,5,7, , , ,2, , , , , ,4, , , , , , ,7, , , , ,3, , , , , , , , , , ,3,4, , , , ,6,2, , , , ,1,5, , , ,1,2,4, , , , ,1,3,6, , , , 
139,1,3,1,18,3,2,7, , , , , ,1,7,3, , , ,1,2, , , , , ,7, , , , ,3, , , , , , , , , , ,3,4, , , , ,4,2, , , , ,1,5, , , ,1,5, , , , , ,2,4, , , , , 
159,1,3,4,5,3,2,2,3,7, , , ,1,8,4,5, , ,6, , , , , , ,7, , , , ,3, , , , , , , , , , ,3,4, , , , ,6,1,2, , , ,2,4, , , ,1,2,3, , , , ,1,3, , , , , 
365,1,1,1,18,1,2,7, , , , , ,2, , , , , ,1,2, , , , , ,7, , , , ,3, , , , , , , , , , ,3, , , , , ,5,2, , , , ,2, , , , ,7, , , , , , ,1,2, , , , , 
399,1,2,3,5,1,3,3, , , , , ,1,8,1, , , ,1,2,3, , , , ,7, , , , ,3, , , , , , , , , , ,3, , , , , ,7,1, , , , ,2, , , , ,7, , , , , , ,3, , , , , , 
541,1,2,2,2,1,3,1,4,5, , , ,1,8,1,5, , ,1,2,5, , , , ,7, , , , ,2, , , , , , , , , , ,3, , , , , ,6,3, , , , ,1,2, , , ,1,3, , , , , ,1, , , , , , 
562,1,3,3,8,3,3,6,7, , , ,準備其他課程,1,7,1,4,5, ,1,2,4, , , , ,7, , , , ,1, , , , , , , , , , ,3,4,5, , , ,8,1,2,6, , ,1,2,3, , ,1,2,7, , , , ,1,3,5, , , , 
569,1,2,3,16,2,3,1,4,7, , , ,1,7,1,2,3, ,6, , , , , , ,7, , , , ,3, , , , , , , , , , ,3,5, , , , ,8,2, , , , ,2, , , , ,1,2,4, , , , ,1, , , , , , 
576,1,2,1,11,2,3,1, , , , , ,1,6,3, , , ,2, , , , , , ,7, , , , ,2, , , , , , , , , , ,3, , , , , ,5,2, , , , ,2, , , , ,3, , , , , , ,4, , , , , , 
586,1,3,3,11,3,3,2,4,7, , , ,1,9,1,5, , ,1,5,6, , , , ,7, , , , ,2, , , , , , , , , , ,3,5, , , , ,8,1,2, , , ,1,2,3, , ,1,2,3, , , , ,2,3,4, , , , 
602,1,2,3,9,2,3,2,3,7, , , ,1,8,1,3,5, ,2,5,6, , , , ,7, , , , ,3, , , , , , , , , , ,3,4,5, , , ,7,1,2,3, , ,2,3,5, , ,2,3,5, , , , ,1,5,6, , , , 
625,1,2,3,16,2,3,2, , , , , ,1,5,2, , , ,2, , , , , , ,7, , , , ,2, , , , , , , , , , ,3, , , , , ,5,9, , , ,沒有,8, , , ,沒有,4, , , , , , ,4, , , , , , 
812,1,2,3,11,2,3,2,3,7, , , ,1,6,1, , , ,1,4, , , , , ,7, , , , ,3, , , , , , , , , , ,3,4, , , , ,6,2, , , , ,1,2,5, , ,1,2,5, , , , ,1,3,5, , , , 
855,1,3,4,17,3,3,1, , , , , ,1,5,1, , , ,6, , , , , , ,7, , , , ,4,9, , , , ,薪資動不了,5, , , ,3,4, , , , ,7,2, , , , ,1,2, , , ,1,2,5, , , , ,5, , , , , , 
866,1,3,3,13,2,3,3,4,7, , , ,1,7,1, , ,上班時間奇怪，沒有夜班津貼,1,6, , , , , ,7, , , , ,3, , , , , , , , , , ,3,4, , , , ,5,1, , , , ,1,2,3, , ,1,2,5, , , , ,1,2,5, , , , 
901,1,2,3,8,1,3,1,4,7, , , ,1,8,4, , , ,1,2,5, , , , ,7, , , , ,5,3,7, , , , ,5, , , ,3,4, , , , ,3,4, , , , ,1, , , , ,1,2,7, , , , ,4,5, , , , , 
